timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W]
2026/08/04 16:55:17.850, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 64, 54.83
2026/08/04 16:55:47.941, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 63, 39.99
2026/08/04 16:56:17.991, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7905, 8188, 62, 54.89
2026/08/04 16:56:48.051, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 65, 55.03
2026/08/04 16:57:18.093, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7905, 8188, 65, 54.87
2026/08/04 16:57:48.141, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 64, 51.53
2026/08/04 16:58:18.196, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 63, 54.94
2026/08/04 16:58:48.258, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7905, 8188, 64, 54.88
2026/08/04 16:59:18.314, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 63, 31.63
2026/08/04 16:59:48.412, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 31.07
2026/08/04 17:00:18.461, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7905, 8188, 64, 55.03
2026/08/04 17:00:48.519, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7905, 8188, 66, 54.96
2026/08/04 17:01:18.587, NVIDIA GeForce RTX 4070 Laptop GPU, 75, 7905, 8188, 68, 53.51
2026/08/04 17:01:48.662, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7905, 8188, 68, 54.98
2026/08/04 17:02:18.751, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7905, 8188, 68, 54.32
2026/08/04 17:02:48.797, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 66, 41.98
2026/08/04 17:03:18.835, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7905, 8188, 66, 54.83
2026/08/04 17:03:48.867, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 66, 54.83
2026/08/04 17:04:18.939, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 65, 38.74
2026/08/04 17:04:48.969, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7905, 8188, 63, 55.02
2026/08/04 17:05:19.037, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 65, 53.64
2026/08/04 17:05:49.072, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7905, 8188, 65, 54.98
2026/08/04 17:06:19.116, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 65, 54.92
2026/08/04 17:06:49.171, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 31.13
2026/08/04 17:07:19.208, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 41.10
2026/08/04 17:07:49.251, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7905, 8188, 63, 54.98
2026/08/04 17:08:19.330, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 63, 34.01
2026/08/04 17:08:49.387, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 33.32
2026/08/04 17:09:19.456, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 63, 53.94
2026/08/04 17:09:49.500, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 63, 54.91
2026/08/04 17:10:19.569, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 64, 54.88
2026/08/04 17:10:49.615, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 64, 39.18
2026/08/04 17:11:19.663, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 35.07
2026/08/04 17:11:49.695, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 62, 54.99
2026/08/04 17:12:19.741, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7905, 8188, 64, 54.97
2026/08/04 17:12:49.785, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 41.16
2026/08/04 17:13:19.823, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 60, 43.77
2026/08/04 17:13:49.898, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7905, 8188, 63, 54.98
2026/08/04 17:14:19.948, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 64, 54.96
2026/08/04 17:14:50.039, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 33.34
2026/08/04 17:15:20.092, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 60, 31.12
2026/08/04 17:15:50.140, NVIDIA GeForce RTX 4070 Laptop GPU, 75, 7905, 8188, 65, 55.45
2026/08/04 17:16:20.217, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7905, 8188, 66, 54.86
2026/08/04 17:16:50.268, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7905, 8188, 67, 54.58
2026/08/04 17:17:20.314, NVIDIA GeForce RTX 4070 Laptop GPU, 82, 7905, 8188, 70, 55.00
2026/08/04 17:17:50.380, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 65, 54.91
2026/08/04 17:18:20.423, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7905, 8188, 65, 54.93
2026/08/04 17:18:50.525, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 63, 34.41
2026/08/04 17:19:20.584, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 34.05
2026/08/04 17:19:50.662, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7905, 8188, 63, 55.02
2026/08/04 17:20:20.721, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 44.89
2026/08/04 17:20:50.772, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 43.74
2026/08/04 17:21:20.812, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 42.82
2026/08/04 17:21:50.846, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 63, 54.92
2026/08/04 17:22:20.902, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 42.84
2026/08/04 17:22:50.937, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 62, 54.92
2026/08/04 17:23:20.987, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 45.70
2026/08/04 17:23:51.033, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 62, 42.45
2026/08/04 17:24:21.101, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 64, 43.78
2026/08/04 17:24:51.151, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7905, 8188, 62, 54.90
2026/08/04 17:25:21.194, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7905, 8188, 64, 54.98
2026/08/04 17:25:51.249, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 63, 35.81
2026/08/04 17:26:21.297, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7905, 8188, 61, 35.02
2026/08/04 17:26:51.383, NVIDIA GeForce RTX 4070 Laptop GPU, 92, 7905, 8188, 64, 54.82
2026/08/04 17:27:21.421, NVIDIA GeForce RTX 4070 Laptop GPU, 77, 7905, 8188, 66, 54.69
2026/08/04 17:27:51.484, NVIDIA GeForce RTX 4070 Laptop GPU, 88, 7905, 8188, 67, 54.77
2026/08/04 17:28:21.548, NVIDIA GeForce RTX 4070 Laptop GPU, 94, 7905, 8188, 68, 55.00
2026/08/04 17:28:51.587, NVIDIA GeForce RTX 4070 Laptop GPU, 88, 7905, 8188, 68, 55.18
