timestamp,name,utilization.gpu [%],memory.used [MiB],memory.total [MiB],temperature.gpu,power.draw [W]
2026/08/04 17:37:28.186, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 66, 55.05
2026/08/04 17:37:58.258, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 54.20
2026/08/04 17:38:28.314, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 61, 31.94
2026/08/04 17:38:58.400, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 65, 40.32
2026/08/04 17:39:28.458, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7903, 8188, 65, 55.12
2026/08/04 17:39:58.529, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 66, 54.95
2026/08/04 17:40:28.578, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 54.40
2026/08/04 17:40:58.657, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 50.69
2026/08/04 17:41:28.699, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 64, 54.66
2026/08/04 17:41:58.735, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 65, 54.95
2026/08/04 17:42:28.782, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 47.25
2026/08/04 17:42:58.829, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 54.37
2026/08/04 17:43:28.875, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 64, 54.59
2026/08/04 17:43:58.924, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7903, 8188, 65, 54.74
2026/08/04 17:44:28.990, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 62, 34.05
2026/08/04 17:44:59.033, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 62, 48.89
2026/08/04 17:45:29.098, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 39.42
2026/08/04 17:45:59.148, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 65, 50.70
2026/08/04 17:46:29.196, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 67, 57.11
2026/08/04 17:46:59.280, NVIDIA GeForce RTX 4070 Laptop GPU, 89, 7903, 8188, 67, 54.71
2026/08/04 17:47:29.320, NVIDIA GeForce RTX 4070 Laptop GPU, 85, 7903, 8188, 68, 54.23
2026/08/04 17:47:59.364, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 69, 55.49
2026/08/04 17:48:29.401, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 67, 54.89
2026/08/04 17:48:59.462, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 65, 34.39
2026/08/04 17:49:29.507, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 53.17
2026/08/04 17:49:59.551, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 65, 50.69
2026/08/04 17:50:29.602, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 51.87
2026/08/04 17:50:59.640, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 51.53
2026/08/04 17:51:29.721, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7903, 8188, 65, 55.08
2026/08/04 17:51:59.763, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 65, 54.88
2026/08/04 17:52:29.816, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 62, 34.06
2026/08/04 17:52:59.861, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 60, 32.13
2026/08/04 17:53:29.913, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 63, 54.68
2026/08/04 17:53:59.958, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 53.72
2026/08/04 17:54:30.000, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 65, 54.81
2026/08/04 17:55:00.060, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 65, 54.78
2026/08/04 17:55:30.163, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7903, 8188, 65, 55.05
2026/08/04 17:56:00.198, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 62, 32.37
2026/08/04 17:56:30.236, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 55.35
2026/08/04 17:57:00.305, NVIDIA GeForce RTX 4070 Laptop GPU, 87, 7903, 8188, 68, 54.49
2026/08/04 17:57:30.346, NVIDIA GeForce RTX 4070 Laptop GPU, 82, 7903, 8188, 67, 54.68
2026/08/04 17:58:00.408, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 67, 53.39
2026/08/04 17:58:30.456, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 67, 54.85
2026/08/04 17:59:00.547, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 32.45
2026/08/04 17:59:30.598, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 46.71
2026/08/04 18:00:00.675, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 65, 55.05
2026/08/04 18:00:30.714, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 54.91
2026/08/04 18:01:00.781, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 50.40
2026/08/04 18:01:30.844, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 36.52
2026/08/04 18:02:00.886, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 42.86
2026/08/04 18:02:30.931, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 64, 54.72
2026/08/04 18:03:00.969, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 65, 54.55
2026/08/04 18:03:31.013, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 32.57
2026/08/04 18:04:01.064, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 61, 35.40
2026/08/04 18:04:31.102, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 64, 54.55
2026/08/04 18:05:01.139, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 65, 54.68
2026/08/04 18:05:31.193, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 52.53
2026/08/04 18:06:01.256, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 65, 47.32
2026/08/04 18:06:31.317, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 65, 54.33
2026/08/04 18:07:01.359, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 46.08
2026/08/04 18:07:31.399, NVIDIA GeForce RTX 4070 Laptop GPU, 85, 7903, 8188, 66, 52.84
2026/08/04 18:08:01.465, NVIDIA GeForce RTX 4070 Laptop GPU, 95, 7903, 8188, 68, 54.94
2026/08/04 18:08:31.517, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 69, 52.73
2026/08/04 18:09:01.551, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 69, 54.46
2026/08/04 18:09:31.635, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 67, 52.90
2026/08/04 18:10:01.679, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 68, 54.42
2026/08/04 18:10:31.725, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 67, 50.28
2026/08/04 18:11:01.770, NVIDIA GeForce RTX 4070 Laptop GPU, 97, 7903, 8188, 66, 54.94
2026/08/04 18:11:31.829, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7903, 8188, 66, 51.97
2026/08/04 18:12:01.883, NVIDIA GeForce RTX 4070 Laptop GPU, 80, 7903, 8188, 68, 54.58
2026/08/04 18:12:31.925, NVIDIA GeForce RTX 4070 Laptop GPU, 93, 7903, 8188, 69, 54.82
2026/08/04 18:13:01.985, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 68, 52.99
2026/08/04 18:13:32.053, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 49.03
2026/08/04 18:14:02.095, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 68, 52.75
2026/08/04 18:14:32.157, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 54.55
2026/08/04 18:15:02.194, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 66, 54.85
2026/08/04 18:15:32.255, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 36.95
2026/08/04 18:16:02.307, NVIDIA GeForce RTX 4070 Laptop GPU, 96, 7903, 8188, 64, 48.27
2026/08/04 18:16:32.348, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 66, 52.76
2026/08/04 18:17:02.382, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 65, 54.85
2026/08/04 18:17:32.415, NVIDIA GeForce RTX 4070 Laptop GPU, 98, 7903, 8188, 66, 54.93
2026/08/04 18:18:02.489, NVIDIA GeForce RTX 4070 Laptop GPU, 99, 7903, 8188, 66, 54.78
2026/08/04 18:18:32.529, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 63, 42.90
2026/08/04 18:19:02.597, NVIDIA GeForce RTX 4070 Laptop GPU, 100, 7903, 8188, 64, 48.58
2026/08/04 18:19:32.649, NVIDIA GeForce RTX 4070 Laptop GPU, 70, 7903, 8188, 66, 52.73
2026/08/04 18:20:02.691, NVIDIA GeForce RTX 4070 Laptop GPU, 85, 7903, 8188, 67, 54.57
