[eval] step 0: accuracy=0.3594
{'loss': '0.08737', 'grad_norm': '3.201', 'learning_rate': '1e-06', 'num_tokens': '1.585e+04', 'completions/mean_length': '171.5', 'completions/min_length': '51', 'completions/max_length': '480', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '171.5', 'completions/min_terminated_length': '51', 'completions/max_terminated_length': '480', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.25', 'entropy': '0.2471', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '68.8', 'epoch': '0.01562'}
{'loss': '-0.005644', 'grad_norm': '1.652', 'learning_rate': '9.78e-07', 'num_tokens': '1.995e+05', 'completions/mean_length': '202.4', 'completions/min_length': '62', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '197.5', 'completions/min_terminated_length': '62', 'completions/max_terminated_length': '506', 'rewards/exact_answer_reward/mean': '0.2969', 'rewards/exact_answer_reward/std': '0.4605', 'reward': '0.2969', 'reward_std': '0.4605', 'frac_reward_zero_std': '0.625', 'entropy': '0.2461', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '88.79', 'epoch': '0.1875'}
{'loss': '-0.03797', 'grad_norm': '2.537', 'learning_rate': '9.76e-07', 'num_tokens': '2.154e+05', 'completions/mean_length': '180.2', 'completions/min_length': '54', 'completions/max_length': '399', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '180.2', 'completions/min_terminated_length': '54', 'completions/max_terminated_length': '399', 'rewards/exact_answer_reward/mean': '0.375', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.375', 'reward_std': '0.488', 'frac_reward_zero_std': '0.125', 'entropy': '0.242', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '60.03', 'epoch': '0.2031'}
{'loss': '-0.09263', 'grad_norm': '3.081', 'learning_rate': '9.74e-07', 'num_tokens': '2.316e+05', 'completions/mean_length': '170.7', 'completions/min_length': '46', 'completions/max_length': '442', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '170.7', 'completions/min_terminated_length': '46', 'completions/max_terminated_length': '442', 'rewards/exact_answer_reward/mean': '0.4844', 'rewards/exact_answer_reward/std': '0.5037', 'reward': '0.4844', 'reward_std': '0.5037', 'frac_reward_zero_std': '0.125', 'entropy': '0.239', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '70.68', 'epoch': '0.2188'}
{'loss': '-0.06467', 'grad_norm': '1.893', 'learning_rate': '9.72e-07', 'num_tokens': '2.506e+05', 'completions/mean_length': '208.4', 'completions/min_length': '46', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '203.6', 'completions/min_terminated_length': '46', 'completions/max_terminated_length': '447', 'rewards/exact_answer_reward/mean': '0.3594', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.3594', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.5', 'entropy': '0.2169', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '89.48', 'epoch': '0.2344'}
{'loss': '-0.01416', 'grad_norm': '2.271', 'learning_rate': '9.7e-07', 'num_tokens': '2.681e+05', 'completions/mean_length': '189.2', 'completions/min_length': '53', 'completions/max_length': '417', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '189.2', 'completions/min_terminated_length': '53', 'completions/max_terminated_length': '417', 'rewards/exact_answer_reward/mean': '0.3906', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.3906', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.375', 'entropy': '0.2368', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '64.13', 'epoch': '0.25'}
{'loss': '0.06531', 'grad_norm': '2.286', 'learning_rate': '9.68e-07', 'num_tokens': '2.87e+05', 'completions/mean_length': '207.3', 'completions/min_length': '40', 'completions/max_length': '384', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '207.3', 'completions/min_terminated_length': '40', 'completions/max_terminated_length': '384', 'rewards/exact_answer_reward/mean': '0.3906', 'rewards/exact_answer_reward/std': '0.4917', 'reward': '0.3906', 'reward_std': '0.4917', 'frac_reward_zero_std': '0.125', 'entropy': '0.2091', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '59.29', 'epoch': '0.2656'}
{'loss': '0.02101', 'grad_norm': '2.409', 'learning_rate': '9.66e-07', 'num_tokens': '3.046e+05', 'completions/mean_length': '201.5', 'completions/min_length': '55', 'completions/max_length': '376', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '201.5', 'completions/min_terminated_length': '55', 'completions/max_terminated_length': '376', 'rewards/exact_answer_reward/mean': '0.2812', 'rewards/exact_answer_reward/std': '0.4532', 'reward': '0.2812', 'reward_std': '0.4532', 'frac_reward_zero_std': '0.125', 'entropy': '0.2454', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '59.91', 'epoch': '0.2812'}
{'loss': '-0.03956', 'grad_norm': '2.44', 'learning_rate': '9.64e-07', 'num_tokens': '3.237e+05', 'completions/mean_length': '209.4', 'completions/min_length': '64', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '204.6', 'completions/min_terminated_length': '64', 'completions/max_terminated_length': '420', 'rewards/exact_answer_reward/mean': '0.4375', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.4375', 'reward_std': '0.5', 'frac_reward_zero_std': '0', 'entropy': '0.2084', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.86', 'epoch': '0.2969'}
{'loss': '0.04135', 'grad_norm': '2.18', 'learning_rate': '9.62e-07', 'num_tokens': '3.408e+05', 'completions/mean_length': '179.9', 'completions/min_length': '40', 'completions/max_length': '386', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '179.9', 'completions/min_terminated_length': '40', 'completions/max_terminated_length': '386', 'rewards/exact_answer_reward/mean': '0.375', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.375', 'reward_std': '0.488', 'frac_reward_zero_std': '0.375', 'entropy': '0.2186', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '65.48', 'epoch': '0.3125'}
{'loss': '-0.02877', 'grad_norm': '1.699', 'learning_rate': '9.6e-07', 'num_tokens': '3.593e+05', 'completions/mean_length': '204', 'completions/min_length': '55', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '188.9', 'completions/min_terminated_length': '55', 'completions/max_terminated_length': '469', 'rewards/exact_answer_reward/mean': '0.1406', 'rewards/exact_answer_reward/std': '0.3504', 'reward': '0.1406', 'reward_std': '0.3504', 'frac_reward_zero_std': '0.625', 'entropy': '0.2685', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '92.3', 'epoch': '0.3281'}
{'loss': '0.04124', 'grad_norm': '3.465', 'learning_rate': '9.58e-07', 'num_tokens': '3.752e+05', 'completions/mean_length': '174.4', 'completions/min_length': '52', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '169', 'completions/min_terminated_length': '52', 'completions/max_terminated_length': '354', 'rewards/exact_answer_reward/mean': '0.5', 'rewards/exact_answer_reward/std': '0.504', 'reward': '0.5', 'reward_std': '0.504', 'frac_reward_zero_std': '0', 'entropy': '0.2252', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.61', 'epoch': '0.3438'}
{'loss': '0.02473', 'grad_norm': '1.689', 'learning_rate': '9.56e-07', 'num_tokens': '3.915e+05', 'completions/mean_length': '181.2', 'completions/min_length': '86', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '170.5', 'completions/min_terminated_length': '86', 'completions/max_terminated_length': '373', 'rewards/exact_answer_reward/mean': '0.2344', 'rewards/exact_answer_reward/std': '0.427', 'reward': '0.2344', 'reward_std': '0.427', 'frac_reward_zero_std': '0.375', 'entropy': '0.2411', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '87.05', 'epoch': '0.3594'}
{'loss': '0.06564', 'grad_norm': '2.402', 'learning_rate': '9.54e-07', 'num_tokens': '4.079e+05', 'completions/mean_length': '172.3', 'completions/min_length': '44', 'completions/max_length': '483', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '172.3', 'completions/min_terminated_length': '44', 'completions/max_terminated_length': '483', 'rewards/exact_answer_reward/mean': '0.375', 'rewards/exact_answer_reward/std': '0.488', 'reward': '0.375', 'reward_std': '0.488', 'frac_reward_zero_std': '0.125', 'entropy': '0.2715', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '83.4', 'epoch': '0.375'}
[eval] step 25: accuracy=0.5156
{'loss': '0.03454', 'grad_norm': '2.542', 'learning_rate': '9.52e-07', 'num_tokens': '4.247e+05', 'completions/mean_length': '186', 'completions/min_length': '29', 'completions/max_length': '388', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '186', 'completions/min_terminated_length': '29', 'completions/max_terminated_length': '388', 'rewards/exact_answer_reward/mean': '0.6406', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.6406', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.125', 'entropy': '0.2128', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '56.92', 'epoch': '0.3906'}
{'loss': '0.009029', 'grad_norm': '2.189', 'learning_rate': '9.5e-07', 'num_tokens': '4.409e+05', 'completions/mean_length': '165', 'completions/min_length': '46', 'completions/max_length': '380', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '165', 'completions/min_terminated_length': '46', 'completions/max_terminated_length': '380', 'rewards/exact_answer_reward/mean': '0.3594', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.3594', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.375', 'entropy': '0.2152', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '67.81', 'epoch': '0.4062'}
{'loss': '0.06917', 'grad_norm': '1.983', 'learning_rate': '9.48e-07', 'num_tokens': '4.592e+05', 'completions/mean_length': '202', 'completions/min_length': '79', 'completions/max_length': '388', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '202', 'completions/min_terminated_length': '79', 'completions/max_terminated_length': '388', 'rewards/exact_answer_reward/mean': '0.2656', 'rewards/exact_answer_reward/std': '0.4452', 'reward': '0.2656', 'reward_std': '0.4452', 'frac_reward_zero_std': '0.25', 'entropy': '0.2299', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '61.44', 'epoch': '0.4219'}
{'loss': '-0.005685', 'grad_norm': '2.654', 'learning_rate': '9.46e-07', 'num_tokens': '4.748e+05', 'completions/mean_length': '161.1', 'completions/min_length': '43', 'completions/max_length': '335', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '161.1', 'completions/min_terminated_length': '43', 'completions/max_terminated_length': '335', 'rewards/exact_answer_reward/mean': '0.3438', 'rewards/exact_answer_reward/std': '0.4787', 'reward': '0.3438', 'reward_std': '0.4787', 'frac_reward_zero_std': '0.125', 'entropy': '0.2197', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '48.37', 'epoch': '0.4375'}
{'loss': '0.04545', 'grad_norm': '2.236', 'learning_rate': '9.44e-07', 'num_tokens': '4.916e+05', 'completions/mean_length': '184.8', 'completions/min_length': '52', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '179.6', 'completions/min_terminated_length': '52', 'completions/max_terminated_length': '449', 'rewards/exact_answer_reward/mean': '0.2812', 'rewards/exact_answer_reward/std': '0.4532', 'reward': '0.2812', 'reward_std': '0.4532', 'frac_reward_zero_std': '0.25', 'entropy': '0.2392', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '86.53', 'epoch': '0.4531'}
{'loss': '-0.005483', 'grad_norm': '1.803', 'learning_rate': '9.42e-07', 'num_tokens': '5.092e+05', 'completions/mean_length': '188.8', 'completions/min_length': '65', 'completions/max_length': '473', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '188.8', 'completions/min_terminated_length': '65', 'completions/max_terminated_length': '473', 'rewards/exact_answer_reward/mean': '0.2188', 'rewards/exact_answer_reward/std': '0.4167', 'reward': '0.2188', 'reward_std': '0.4167', 'frac_reward_zero_std': '0.5', 'entropy': '0.2692', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '72.86', 'epoch': '0.4688'}
{'loss': '-0.02722', 'grad_norm': '2.589', 'learning_rate': '9.4e-07', 'num_tokens': '5.269e+05', 'completions/mean_length': '194.3', 'completions/min_length': '49', 'completions/max_length': '512', 'completions/clipped_ratio': '0.01562', 'completions/mean_terminated_length': '189.3', 'completions/min_terminated_length': '49', 'completions/max_terminated_length': '392', 'rewards/exact_answer_reward/mean': '0.4062', 'rewards/exact_answer_reward/std': '0.495', 'reward': '0.4062', 'reward_std': '0.495', 'frac_reward_zero_std': '0', 'entropy': '0.1923', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '86.95', 'epoch': '0.4844'}
{'loss': '-0.0235', 'grad_norm': '2.219', 'learning_rate': '9.38e-07', 'num_tokens': '5.432e+05', 'completions/mean_length': '174.2', 'completions/min_length': '78', 'completions/max_length': '432', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '174.2', 'completions/min_terminated_length': '78', 'completions/max_terminated_length': '432', 'rewards/exact_answer_reward/mean': '0.4219', 'rewards/exact_answer_reward/std': '0.4978', 'reward': '0.4219', 'reward_std': '0.4978', 'frac_reward_zero_std': '0.25', 'entropy': '0.2238', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '67.56', 'epoch': '0.5'}
{'loss': '0.05466', 'grad_norm': '1.952', 'learning_rate': '9.36e-07', 'num_tokens': '5.606e+05', 'completions/mean_length': '183.5', 'completions/min_length': '44', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '172.9', 'completions/min_terminated_length': '44', 'completions/max_terminated_length': '408', 'rewards/exact_answer_reward/mean': '0.3594', 'rewards/exact_answer_reward/std': '0.4836', 'reward': '0.3594', 'reward_std': '0.4836', 'frac_reward_zero_std': '0.375', 'entropy': '0.1973', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '91.8', 'epoch': '0.5156'}
{'loss': '0.07462', 'grad_norm': '3.245', 'learning_rate': '9.34e-07', 'num_tokens': '5.744e+05', 'completions/mean_length': '145', 'completions/min_length': '39', 'completions/max_length': '310', 'completions/clipped_ratio': '0', 'completions/mean_terminated_length': '145', 'completions/min_terminated_length': '39', 'completions/max_terminated_length': '310', 'rewards/exact_answer_reward/mean': '0.5625', 'rewards/exact_answer_reward/std': '0.5', 'reward': '0.5625', 'reward_std': '0.5', 'frac_reward_zero_std': '0', 'entropy': '0.2416', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '49.63', 'epoch': '0.5312'}
{'loss': '0.05636', 'grad_norm': '2.776', 'learning_rate': '9.32e-07', 'num_tokens': '5.897e+05', 'completions/mean_length': '161.5', 'completions/min_length': '55', 'completions/max_length': '512', 'completions/clipped_ratio': '0.03125', 'completions/mean_terminated_length': '150.2', 'completions/min_terminated_length': '55', 'completions/max_terminated_length': '387', 'rewards/exact_answer_reward/mean': '0.4531', 'rewards/exact_answer_reward/std': '0.5017', 'reward': '0.4531', 'reward_std': '0.5017', 'frac_reward_zero_std': '0.125', 'entropy': '0.2305', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '90.51', 'epoch': '0.5469'}
{'loss': '0.04287', 'grad_norm': '2.608', 'learning_rate': '9.3e-07', 'num_tokens': '6.052e+05', 'completions/mean_length': '173.9', 'completions/min_length': '51', 'completions/max_length': '512', 'completions/clipped_ratio': '0.04688', 'completions/mean_terminated_length': '157.2', 'completions/min_terminated_length': '51', 'completions/max_terminated_length': '348', 'rewards/exact_answer_reward/mean': '0.4688', 'rewards/exact_answer_reward/std': '0.503', 'reward': '0.4688', 'reward_std': '0.503', 'frac_reward_zero_std': '0.125', 'entropy': '0.2081', 'clip_ratio/low_mean': '0', 'clip_ratio/low_min': '0', 'clip_ratio/high_mean': '0', 'clip_ratio/high_max': '0', 'clip_ratio/region_mean': '0', 'step_time': '85.05', 'epoch': '0.5625'}
