timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz]
2026/07/09 04:03:39.526, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 60, 46.88 W, 2490 MHz
2026/07/09 04:04:39.527, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 61, 47.56 W, 2490 MHz
2026/07/09 04:05:39.531, NVIDIA GeForce RTX 4070 Laptop GPU, 38 %, 7917 MiB, 8188 MiB, 61, 33.50 W, 2325 MHz
2026/07/09 04:06:39.533, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7917 MiB, 8188 MiB, 61, 54.75 W, 1605 MHz
2026/07/09 04:07:39.534, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 59, 47.54 W, 2490 MHz
2026/07/09 04:08:39.535, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7917 MiB, 8188 MiB, 62, 54.74 W, 1590 MHz
2026/07/09 04:09:39.535, NVIDIA GeForce RTX 4070 Laptop GPU, 91 %, 7917 MiB, 8188 MiB, 62, 54.12 W, 1755 MHz
2026/07/09 04:10:39.536, NVIDIA GeForce RTX 4070 Laptop GPU, 47 %, 7917 MiB, 8188 MiB, 60, 44.09 W, 2490 MHz
2026/07/09 04:11:39.537, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 60, 46.69 W, 2490 MHz
2026/07/09 04:12:39.538, NVIDIA GeForce RTX 4070 Laptop GPU, 48 %, 7917 MiB, 8188 MiB, 62, 52.46 W, 2490 MHz
2026/07/09 04:13:39.539, NVIDIA GeForce RTX 4070 Laptop GPU, 86 %, 7917 MiB, 8188 MiB, 62, 55.93 W, 1950 MHz
2026/07/09 04:14:39.559, NVIDIA GeForce RTX 4070 Laptop GPU, 88 %, 7917 MiB, 8188 MiB, 61, 56.72 W, 1905 MHz
2026/07/09 04:15:39.560, NVIDIA GeForce RTX 4070 Laptop GPU, 97 %, 7917 MiB, 8188 MiB, 63, 46.22 W, 1590 MHz
2026/07/09 04:16:39.561, NVIDIA GeForce RTX 4070 Laptop GPU, 89 %, 7917 MiB, 8188 MiB, 62, 54.81 W, 1755 MHz
2026/07/09 04:17:39.562, NVIDIA GeForce RTX 4070 Laptop GPU, 87 %, 7917 MiB, 8188 MiB, 61, 53.82 W, 1860 MHz
2026/07/09 04:18:39.563, NVIDIA GeForce RTX 4070 Laptop GPU, 39 %, 7917 MiB, 8188 MiB, 61, 42.21 W, 2490 MHz
2026/07/09 04:19:39.564, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 61, 46.83 W, 2490 MHz
2026/07/09 04:20:39.565, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7917 MiB, 8188 MiB, 63, 54.86 W, 1605 MHz
2026/07/09 04:21:39.567, NVIDIA GeForce RTX 4070 Laptop GPU, 91 %, 7917 MiB, 8188 MiB, 60, 54.78 W, 1830 MHz
2026/07/09 04:22:39.567, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 60, 43.38 W, 2490 MHz
2026/07/09 04:23:39.568, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7917 MiB, 8188 MiB, 62, 55.88 W, 1785 MHz
2026/07/09 04:24:39.569, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 58, 40.90 W, 2490 MHz
2026/07/09 04:25:39.570, NVIDIA GeForce RTX 4070 Laptop GPU, 43 %, 7917 MiB, 8188 MiB, 62, 44.53 W, 2490 MHz
2026/07/09 04:26:39.571, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7917 MiB, 8188 MiB, 63, 55.00 W, 1665 MHz
2026/07/09 04:27:39.573, NVIDIA GeForce RTX 4070 Laptop GPU, 56 %, 7917 MiB, 8188 MiB, 62, 54.62 W, 2265 MHz
2026/07/09 04:28:39.574, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 59, 42.86 W, 2490 MHz
2026/07/09 04:29:39.574, NVIDIA GeForce RTX 4070 Laptop GPU, 62 %, 7917 MiB, 8188 MiB, 61, 55.36 W, 2400 MHz
2026/07/09 04:30:39.575, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 63, 46.12 W, 1830 MHz
2026/07/09 04:31:39.577, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 61, 40.71 W, 2490 MHz
2026/07/09 04:32:39.578, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7917 MiB, 8188 MiB, 59, 38.16 W, 2490 MHz
2026/07/09 04:33:39.580, NVIDIA GeForce RTX 4070 Laptop GPU, 37 %, 7917 MiB, 8188 MiB, 61, 36.66 W, 2490 MHz
2026/07/09 04:34:39.581, NVIDIA GeForce RTX 4070 Laptop GPU, 36 %, 7917 MiB, 8188 MiB, 60, 25.33 W, 1830 MHz
2026/07/09 04:35:39.581, NVIDIA GeForce RTX 4070 Laptop GPU, 43 %, 1479 MiB, 8188 MiB, 62, 56.24 W, 2460 MHz
2026/07/09 04:36:39.582, NVIDIA GeForce RTX 4070 Laptop GPU, 43 %, 7913 MiB, 8188 MiB, 60, 48.95 W, 2490 MHz
2026/07/09 04:37:39.583, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 58, 42.44 W, 2490 MHz
2026/07/09 04:38:39.584, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 58, 38.78 W, 2490 MHz
2026/07/09 04:39:39.585, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 57, 35.35 W, 2490 MHz
2026/07/09 04:40:39.585, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 57, 36.02 W, 2490 MHz
2026/07/09 04:41:39.586, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 58, 34.17 W, 2490 MHz
2026/07/09 04:42:39.588, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 60, 43.63 W, 2490 MHz
2026/07/09 04:43:39.589, NVIDIA GeForce RTX 4070 Laptop GPU, 50 %, 7887 MiB, 8188 MiB, 62, 47.46 W, 2490 MHz
2026/07/09 04:44:39.590, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 59, 34.22 W, 2490 MHz
2026/07/09 04:45:39.591, NVIDIA GeForce RTX 4070 Laptop GPU, 89 %, 7887 MiB, 8188 MiB, 61, 57.93 W, 1800 MHz
2026/07/09 04:46:39.592, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7887 MiB, 8188 MiB, 61, 54.94 W, 1710 MHz
2026/07/09 04:47:39.593, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7887 MiB, 8188 MiB, 61, 54.76 W, 1845 MHz
2026/07/09 04:48:39.594, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7887 MiB, 8188 MiB, 61, 54.91 W, 1755 MHz
2026/07/09 04:49:39.594, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 58, 40.81 W, 2490 MHz
2026/07/09 04:50:39.595, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 32.64 W, 2490 MHz
2026/07/09 04:51:39.596, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 35.48 W, 2490 MHz
2026/07/09 04:52:39.597, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 38.35 W, 2490 MHz
2026/07/09 04:53:39.603, NVIDIA GeForce RTX 4070 Laptop GPU, 45 %, 7887 MiB, 8188 MiB, 61, 45.06 W, 2490 MHz
2026/07/09 04:54:39.604, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 32.48 W, 2490 MHz
2026/07/09 04:55:39.604, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 36.02 W, 2490 MHz
2026/07/09 04:56:39.605, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 59, 33.78 W, 2490 MHz
2026/07/09 04:57:39.605, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 58, 36.04 W, 2490 MHz
2026/07/09 04:58:39.607, NVIDIA GeForce RTX 4070 Laptop GPU, 97 %, 7887 MiB, 8188 MiB, 58, 41.38 W, 2490 MHz
2026/07/09 04:59:39.607, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 60, 41.72 W, 2490 MHz
2026/07/09 05:00:39.609, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 42.47 W, 2490 MHz
2026/07/09 05:01:39.610, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7887 MiB, 8188 MiB, 57, 35.85 W, 2490 MHz
2026/07/09 05:02:39.611, NVIDIA GeForce RTX 4070 Laptop GPU, 54 %, 7889 MiB, 8188 MiB, 62, 51.08 W, 2490 MHz
2026/07/09 05:03:39.613, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7889 MiB, 8188 MiB, 59, 33.01 W, 2490 MHz
2026/07/09 05:04:39.613, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7889 MiB, 8188 MiB, 58, 42.30 W, 2490 MHz
2026/07/09 05:05:39.614, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7889 MiB, 8188 MiB, 57, 35.74 W, 2490 MHz
2026/07/09 05:06:39.615, NVIDIA GeForce RTX 4070 Laptop GPU, 52 %, 7889 MiB, 8188 MiB, 59, 51.67 W, 2490 MHz
2026/07/09 05:07:39.616, NVIDIA GeForce RTX 4070 Laptop GPU, 68 %, 7889 MiB, 8188 MiB, 60, 56.68 W, 2265 MHz
2026/07/09 05:08:39.617, NVIDIA GeForce RTX 4070 Laptop GPU, 69 %, 7889 MiB, 8188 MiB, 60, 54.25 W, 2160 MHz
2026/07/09 05:09:39.618, NVIDIA GeForce RTX 4070 Laptop GPU, 88 %, 7889 MiB, 8188 MiB, 59, 52.81 W, 2010 MHz
2026/07/09 05:10:39.618, NVIDIA GeForce RTX 4070 Laptop GPU, 91 %, 7889 MiB, 8188 MiB, 60, 53.23 W, 1890 MHz
2026/07/09 05:11:39.619, NVIDIA GeForce RTX 4070 Laptop GPU, 87 %, 7889 MiB, 8188 MiB, 60, 54.76 W, 1785 MHz
2026/07/09 05:12:39.621, NVIDIA GeForce RTX 4070 Laptop GPU, 44 %, 7889 MiB, 8188 MiB, 61, 43.40 W, 2490 MHz
2026/07/09 05:13:39.621, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7889 MiB, 8188 MiB, 63, 53.88 W, 1725 MHz
2026/07/09 05:14:39.622, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7889 MiB, 8188 MiB, 62, 54.78 W, 1710 MHz
2026/07/09 05:15:39.623, NVIDIA GeForce RTX 4070 Laptop GPU, 94 %, 7889 MiB, 8188 MiB, 61, 54.81 W, 1710 MHz
2026/07/09 05:16:39.624, NVIDIA GeForce RTX 4070 Laptop GPU, 98 %, 7889 MiB, 8188 MiB, 60, 47.03 W, 2490 MHz
2026/07/09 05:17:39.625, NVIDIA GeForce RTX 4070 Laptop GPU, 55 %, 7889 MiB, 8188 MiB, 60, 55.09 W, 2430 MHz
2026/07/09 05:18:39.626, NVIDIA GeForce RTX 4070 Laptop GPU, 72 %, 7889 MiB, 8188 MiB, 60, 55.37 W, 2145 MHz
2026/07/09 05:19:39.627, NVIDIA GeForce RTX 4070 Laptop GPU, 58 %, 7889 MiB, 8188 MiB, 59, 53.78 W, 2490 MHz
2026/07/09 05:20:39.629, NVIDIA GeForce RTX 4070 Laptop GPU, 69 %, 7889 MiB, 8188 MiB, 60, 55.01 W, 2280 MHz
2026/07/09 05:21:39.630, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7889 MiB, 8188 MiB, 60, 57.12 W, 1890 MHz
2026/07/09 05:22:39.631, NVIDIA GeForce RTX 4070 Laptop GPU, 41 %, 7889 MiB, 8188 MiB, 61, 38.29 W, 2490 MHz
2026/07/09 05:23:39.632, NVIDIA GeForce RTX 4070 Laptop GPU, 42 %, 7889 MiB, 8188 MiB, 61, 45.33 W, 2490 MHz
2026/07/09 05:24:39.637, NVIDIA GeForce RTX 4070 Laptop GPU, 60 %, 1321 MiB, 8188 MiB, 62, 49.82 W, 2490 MHz
2026/07/09 05:25:39.639, NVIDIA GeForce RTX 4070 Laptop GPU, 89 %, 1743 MiB, 8188 MiB, 63, 54.64 W, 1770 MHz
2026/07/09 05:26:39.639, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7913 MiB, 8188 MiB, 62, 55.05 W, 1665 MHz
2026/07/09 05:27:39.642, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 59, 35.02 W, 2490 MHz
2026/07/09 05:28:39.642, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7913 MiB, 8188 MiB, 58, 33.91 W, 2490 MHz
2026/07/09 05:29:39.643, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7913 MiB, 8188 MiB, 57, 34.58 W, 2490 MHz
2026/07/09 05:30:39.645, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7915 MiB, 8188 MiB, 60, 54.19 W, 1665 MHz
2026/07/09 05:31:39.646, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7915 MiB, 8188 MiB, 56, 31.13 W, 2490 MHz
2026/07/09 05:32:39.646, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7915 MiB, 8188 MiB, 58, 36.98 W, 2490 MHz
2026/07/09 05:33:39.651, NVIDIA GeForce RTX 4070 Laptop GPU, 61 %, 7915 MiB, 8188 MiB, 60, 54.98 W, 2205 MHz
2026/07/09 05:34:39.652, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7915 MiB, 8188 MiB, 57, 36.22 W, 2490 MHz
2026/07/09 05:35:39.652, NVIDIA GeForce RTX 4070 Laptop GPU, 17 %, 7923 MiB, 8188 MiB, 56, 10.31 W, 870 MHz
2026/07/09 05:36:39.653, NVIDIA GeForce RTX 4070 Laptop GPU, 96 %, 7923 MiB, 8188 MiB, 57, 34.33 W, 2490 MHz
2026/07/09 05:37:39.655, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 57, 41.26 W, 2490 MHz
2026/07/09 05:38:39.656, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 59, 35.36 W, 2490 MHz
2026/07/09 05:39:39.657, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7923 MiB, 8188 MiB, 59, 37.09 W, 2490 MHz
2026/07/09 05:40:39.657, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 58, 39.29 W, 2490 MHz
2026/07/09 05:41:39.658, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 56, 37.95 W, 2490 MHz
2026/07/09 05:42:39.659, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7923 MiB, 8188 MiB, 62, 56.36 W, 1725 MHz
2026/07/09 05:43:39.659, NVIDIA GeForce RTX 4070 Laptop GPU, 59 %, 7923 MiB, 8188 MiB, 59, 55.21 W, 2265 MHz
2026/07/09 05:44:39.661, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7923 MiB, 8188 MiB, 57, 34.37 W, 2490 MHz
2026/07/09 05:45:39.662, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7923 MiB, 8188 MiB, 57, 34.71 W, 2490 MHz
2026/07/09 05:46:39.663, NVIDIA GeForce RTX 4070 Laptop GPU, 31 %, 7923 MiB, 8188 MiB, 58, 22.73 W, 1695 MHz
2026/07/09 05:47:39.664, NVIDIA GeForce RTX 4070 Laptop GPU, 89 %, 7923 MiB, 8188 MiB, 60, 54.56 W, 1725 MHz
2026/07/09 05:48:39.665, NVIDIA GeForce RTX 4070 Laptop GPU, 78 %, 7923 MiB, 8188 MiB, 59, 55.07 W, 2085 MHz
2026/07/09 05:49:39.666, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 58, 35.30 W, 2490 MHz
2026/07/09 05:50:39.667, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 56, 35.81 W, 2490 MHz
2026/07/09 05:51:39.669, NVIDIA GeForce RTX 4070 Laptop GPU, 98 %, 7923 MiB, 8188 MiB, 59, 35.57 W, 2490 MHz
2026/07/09 05:52:39.669, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 57, 34.61 W, 2490 MHz
2026/07/09 05:53:39.671, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 57, 36.38 W, 2490 MHz
2026/07/09 05:54:39.672, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 56, 32.68 W, 2490 MHz
2026/07/09 05:55:39.673, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 59, 39.25 W, 1890 MHz
2026/07/09 05:56:39.674, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 56, 32.47 W, 2490 MHz
2026/07/09 05:57:39.675, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7923 MiB, 8188 MiB, 60, 37.43 W, 2490 MHz
2026/07/09 05:58:39.675, NVIDIA GeForce RTX 4070 Laptop GPU, 32 %, 7923 MiB, 8188 MiB, 60, 40.10 W, 2310 MHz
2026/07/09 05:59:39.676, NVIDIA GeForce RTX 4070 Laptop GPU, 98 %, 7923 MiB, 8188 MiB, 60, 37.95 W, 2490 MHz
2026/07/09 06:00:39.677, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 60, 44.39 W, 1830 MHz
2026/07/09 06:01:39.678, NVIDIA GeForce RTX 4070 Laptop GPU, 74 %, 7923 MiB, 8188 MiB, 59, 54.86 W, 2040 MHz
2026/07/09 06:02:39.679, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7923 MiB, 8188 MiB, 59, 54.89 W, 1740 MHz
2026/07/09 06:03:39.680, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 55, 32.10 W, 2490 MHz
2026/07/09 06:04:39.681, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 59, 34.33 W, 2490 MHz
2026/07/09 06:05:39.681, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 56, 34.91 W, 2490 MHz
2026/07/09 06:06:39.682, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 57, 33.72 W, 2490 MHz
2026/07/09 06:07:39.683, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 58, 36.71 W, 2025 MHz
2026/07/09 06:08:39.684, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7923 MiB, 8188 MiB, 59, 34.28 W, 2490 MHz
2026/07/09 06:09:39.686, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7923 MiB, 8188 MiB, 58, 35.56 W, 2490 MHz
