timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz]
2026/07/09 12:54:17.709, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7925 MiB, 8188 MiB, 56, 42.27 W, 2490 MHz
2026/07/09 12:55:17.719, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7925 MiB, 8188 MiB, 59, 40.00 W, 2040 MHz
2026/07/09 12:56:17.721, NVIDIA GeForce RTX 4070 Laptop GPU, 96 %, 7925 MiB, 8188 MiB, 58, 54.86 W, 1890 MHz
2026/07/09 12:57:17.729, NVIDIA GeForce RTX 4070 Laptop GPU, 94 %, 7925 MiB, 8188 MiB, 57, 54.79 W, 2100 MHz
2026/07/09 12:58:17.738, NVIDIA GeForce RTX 4070 Laptop GPU, 96 %, 7925 MiB, 8188 MiB, 60, 54.71 W, 1995 MHz
2026/07/09 12:59:17.742, NVIDIA GeForce RTX 4070 Laptop GPU, 96 %, 7925 MiB, 8188 MiB, 56, 38.01 W, 2490 MHz
2026/07/09 13:00:17.750, NVIDIA GeForce RTX 4070 Laptop GPU, 96 %, 7925 MiB, 8188 MiB, 60, 54.98 W, 1995 MHz
2026/07/09 13:01:17.758, NVIDIA GeForce RTX 4070 Laptop GPU, 76 %, 7925 MiB, 8188 MiB, 59, 47.76 W, 2490 MHz
2026/07/09 13:02:17.762, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 51, 10.08 W, 210 MHz
2026/07/09 13:03:17.766, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 49, 10.39 W, 210 MHz
2026/07/09 13:04:17.770, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 48, 10.48 W, 210 MHz
2026/07/09 13:05:17.779, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 47, 10.51 W, 210 MHz
2026/07/09 13:06:17.780, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 46, 10.57 W, 210 MHz
2026/07/09 13:07:17.782, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 47, 10.58 W, 210 MHz
2026/07/09 13:08:17.786, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 46, 10.57 W, 210 MHz
2026/07/09 13:09:17.789, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 46, 10.65 W, 210 MHz
2026/07/09 13:10:17.793, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 46, 10.61 W, 210 MHz
2026/07/09 13:11:17.797, NVIDIA GeForce RTX 4070 Laptop GPU, 0 %, 7885 MiB, 8188 MiB, 49, 10.80 W, 210 MHz
