timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz]
2026/07/09 00:32:20.634, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 44.97 W, 2490 MHz
2026/07/09 00:33:20.635, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 31.04 W, 2490 MHz
2026/07/09 00:34:20.636, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 35.92 W, 2490 MHz
2026/07/09 00:35:20.637, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 42.72 W, 2370 MHz
2026/07/09 00:36:20.638, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 41.69 W, 2490 MHz
2026/07/09 00:37:20.639, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 39.87 W, 2490 MHz
2026/07/09 00:38:20.639, NVIDIA GeForce RTX 4070 Laptop GPU, 64 %, 7921 MiB, 8188 MiB, 60, 54.75 W, 1935 MHz
2026/07/09 00:39:20.640, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 60, 55.20 W, 1665 MHz
2026/07/09 00:40:20.641, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 41.87 W, 2490 MHz
2026/07/09 00:41:20.642, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 42.44 W, 2010 MHz
2026/07/09 00:42:20.643, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 34.50 W, 2490 MHz
2026/07/09 00:43:20.645, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 38.65 W, 2490 MHz
2026/07/09 00:44:20.645, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 31.88 W, 2490 MHz
2026/07/09 00:45:20.646, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 43.05 W, 2490 MHz
2026/07/09 00:46:20.647, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 34.22 W, 2490 MHz
2026/07/09 00:47:20.648, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 45.28 W, 2070 MHz
2026/07/09 00:48:20.649, NVIDIA GeForce RTX 4070 Laptop GPU, 95 %, 7921 MiB, 8188 MiB, 61, 43.20 W, 1665 MHz
2026/07/09 00:49:20.650, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7921 MiB, 8188 MiB, 61, 34.98 W, 1815 MHz
2026/07/09 00:50:20.656, NVIDIA GeForce RTX 4070 Laptop GPU, 64 %, 7921 MiB, 8188 MiB, 60, 54.62 W, 2175 MHz
2026/07/09 00:51:20.657, NVIDIA GeForce RTX 4070 Laptop GPU, 84 %, 7921 MiB, 8188 MiB, 60, 57.91 W, 1770 MHz
2026/07/09 00:52:20.657, NVIDIA GeForce RTX 4070 Laptop GPU, 78 %, 7921 MiB, 8188 MiB, 60, 55.48 W, 2040 MHz
2026/07/09 00:53:20.660, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 61, 53.74 W, 1590 MHz
2026/07/09 00:54:20.661, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 61, 54.10 W, 1650 MHz
2026/07/09 00:55:20.662, NVIDIA GeForce RTX 4070 Laptop GPU, 30 %, 7921 MiB, 8188 MiB, 60, 41.12 W, 2490 MHz
2026/07/09 00:56:20.663, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 64, 54.08 W, 1650 MHz
2026/07/09 00:57:20.665, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 32.10 W, 2490 MHz
2026/07/09 00:58:20.666, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 33.27 W, 2490 MHz
2026/07/09 00:59:20.667, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 32.88 W, 2490 MHz
2026/07/09 01:00:20.668, NVIDIA GeForce RTX 4070 Laptop GPU, 59 %, 7921 MiB, 8188 MiB, 60, 54.26 W, 2310 MHz
2026/07/09 01:01:20.668, NVIDIA GeForce RTX 4070 Laptop GPU, 94 %, 7921 MiB, 8188 MiB, 60, 54.87 W, 1665 MHz
2026/07/09 01:02:20.669, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 33.61 W, 2490 MHz
2026/07/09 01:03:20.670, NVIDIA GeForce RTX 4070 Laptop GPU, 83 %, 7921 MiB, 8188 MiB, 60, 54.77 W, 1770 MHz
2026/07/09 01:04:20.672, NVIDIA GeForce RTX 4070 Laptop GPU, 89 %, 7921 MiB, 8188 MiB, 60, 54.40 W, 1650 MHz
2026/07/09 01:05:20.673, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 61, 54.72 W, 1680 MHz
2026/07/09 01:06:20.674, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 61, 54.90 W, 1560 MHz
2026/07/09 01:07:20.674, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 33.48 W, 2490 MHz
2026/07/09 01:08:20.675, NVIDIA GeForce RTX 4070 Laptop GPU, 97 %, 7921 MiB, 8188 MiB, 60, 42.79 W, 2040 MHz
2026/07/09 01:09:20.677, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.93 W, 2490 MHz
2026/07/09 01:10:20.677, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 40.75 W, 2490 MHz
2026/07/09 01:11:20.678, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 34.25 W, 2490 MHz
2026/07/09 01:12:20.679, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7921 MiB, 8188 MiB, 64, 40.34 W, 2490 MHz
2026/07/09 01:13:20.680, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 33.12 W, 2490 MHz
2026/07/09 01:14:20.681, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 34.43 W, 2490 MHz
2026/07/09 01:15:20.681, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 40.26 W, 2490 MHz
2026/07/09 01:16:20.682, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 44.49 W, 2490 MHz
2026/07/09 01:17:20.683, NVIDIA GeForce RTX 4070 Laptop GPU, 48 %, 7921 MiB, 8188 MiB, 60, 51.23 W, 2490 MHz
2026/07/09 01:18:20.684, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 41.97 W, 2490 MHz
2026/07/09 01:19:20.685, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 61, 45.53 W, 2085 MHz
2026/07/09 01:20:20.685, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 38.45 W, 2490 MHz
2026/07/09 01:21:20.686, NVIDIA GeForce RTX 4070 Laptop GPU, 63 %, 7921 MiB, 8188 MiB, 60, 54.86 W, 2220 MHz
2026/07/09 01:22:20.687, NVIDIA GeForce RTX 4070 Laptop GPU, 85 %, 7921 MiB, 8188 MiB, 60, 55.28 W, 1830 MHz
2026/07/09 01:23:20.688, NVIDIA GeForce RTX 4070 Laptop GPU, 82 %, 7921 MiB, 8188 MiB, 61, 54.99 W, 1860 MHz
2026/07/09 01:24:20.689, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 61, 55.08 W, 1710 MHz
2026/07/09 01:25:20.690, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 61, 55.12 W, 1605 MHz
2026/07/09 01:26:20.690, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 33.25 W, 2490 MHz
2026/07/09 01:27:20.691, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 43.13 W, 2490 MHz
2026/07/09 01:28:20.691, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 41.70 W, 2490 MHz
2026/07/09 01:29:20.693, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 43.44 W, 2490 MHz
2026/07/09 01:30:20.694, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 62, 54.39 W, 1575 MHz
2026/07/09 01:31:20.695, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 42.67 W, 2490 MHz
2026/07/09 01:32:20.695, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 62, 35.38 W, 2490 MHz
2026/07/09 01:33:20.696, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 36.06 W, 2490 MHz
2026/07/09 01:34:20.697, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 33.20 W, 2490 MHz
2026/07/09 01:35:20.699, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 40.82 W, 2490 MHz
2026/07/09 01:36:20.699, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 40.23 W, 1860 MHz
2026/07/09 01:37:20.700, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.83 W, 2490 MHz
2026/07/09 01:38:20.702, NVIDIA GeForce RTX 4070 Laptop GPU, 91 %, 7921 MiB, 8188 MiB, 60, 55.36 W, 1620 MHz
2026/07/09 01:39:20.703, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 61, 39.99 W, 2490 MHz
2026/07/09 01:40:20.704, NVIDIA GeForce RTX 4070 Laptop GPU, 34 %, 7921 MiB, 8188 MiB, 62, 52.12 W, 2490 MHz
2026/07/09 01:41:20.704, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 32.39 W, 2490 MHz
2026/07/09 01:42:20.705, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 41.66 W, 2385 MHz
2026/07/09 01:43:20.706, NVIDIA GeForce RTX 4070 Laptop GPU, 89 %, 7921 MiB, 8188 MiB, 60, 55.99 W, 1830 MHz
2026/07/09 01:44:20.707, NVIDIA GeForce RTX 4070 Laptop GPU, 88 %, 7921 MiB, 8188 MiB, 62, 54.44 W, 1800 MHz
2026/07/09 01:45:20.708, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 61, 54.60 W, 1710 MHz
2026/07/09 01:46:20.708, NVIDIA GeForce RTX 4070 Laptop GPU, 97 %, 7921 MiB, 8188 MiB, 61, 36.27 W, 1890 MHz
2026/07/09 01:47:20.709, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 33.86 W, 2490 MHz
2026/07/09 01:48:20.710, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 38.44 W, 2490 MHz
2026/07/09 01:49:20.710, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 41.71 W, 1965 MHz
2026/07/09 01:50:20.711, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 34.09 W, 2490 MHz
2026/07/09 01:51:20.712, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 38.49 W, 2490 MHz
2026/07/09 01:52:20.713, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 31.88 W, 2490 MHz
2026/07/09 01:53:20.714, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 38.81 W, 1935 MHz
2026/07/09 01:54:20.714, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 34.79 W, 2490 MHz
2026/07/09 01:55:20.715, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 61, 53.82 W, 1665 MHz
2026/07/09 01:56:20.717, NVIDIA GeForce RTX 4070 Laptop GPU, 92 %, 7921 MiB, 8188 MiB, 61, 55.92 W, 1605 MHz
2026/07/09 01:57:20.718, NVIDIA GeForce RTX 4070 Laptop GPU, 81 %, 7921 MiB, 8188 MiB, 62, 55.00 W, 1815 MHz
2026/07/09 01:58:20.718, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 61, 41.57 W, 2490 MHz
2026/07/09 01:59:20.719, NVIDIA GeForce RTX 4070 Laptop GPU, 52 %, 7921 MiB, 8188 MiB, 61, 47.33 W, 2445 MHz
2026/07/09 02:00:20.719, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 60, 55.26 W, 1815 MHz
2026/07/09 02:01:20.720, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 61, 54.01 W, 1650 MHz
2026/07/09 02:02:20.721, NVIDIA GeForce RTX 4070 Laptop GPU, 47 %, 7921 MiB, 8188 MiB, 61, 49.91 W, 2490 MHz
2026/07/09 02:03:20.722, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 61, 34.60 W, 2490 MHz
2026/07/09 02:04:20.723, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 40.59 W, 2490 MHz
2026/07/09 02:05:20.724, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 43.87 W, 2490 MHz
2026/07/09 02:06:20.725, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 37.42 W, 2490 MHz
2026/07/09 02:07:20.725, NVIDIA GeForce RTX 4070 Laptop GPU, 96 %, 7921 MiB, 8188 MiB, 62, 41.99 W, 1710 MHz
2026/07/09 02:08:20.727, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7921 MiB, 8188 MiB, 61, 35.95 W, 1815 MHz
2026/07/09 02:09:20.728, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 41.37 W, 2490 MHz
2026/07/09 02:10:20.729, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 40.38 W, 2490 MHz
2026/07/09 02:11:20.730, NVIDIA GeForce RTX 4070 Laptop GPU, 47 %, 7921 MiB, 8188 MiB, 59, 54.15 W, 2490 MHz
2026/07/09 02:12:20.731, NVIDIA GeForce RTX 4070 Laptop GPU, 78 %, 7921 MiB, 8188 MiB, 61, 57.46 W, 1920 MHz
2026/07/09 02:13:20.732, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 61, 38.50 W, 1800 MHz
2026/07/09 02:14:20.733, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 39.56 W, 2490 MHz
2026/07/09 02:15:20.733, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 41.24 W, 2400 MHz
2026/07/09 02:16:20.735, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 31.45 W, 2490 MHz
2026/07/09 02:17:20.736, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.01 W, 2490 MHz
2026/07/09 02:18:20.737, NVIDIA GeForce RTX 4070 Laptop GPU, 98 %, 7921 MiB, 8188 MiB, 57, 43.83 W, 2490 MHz
2026/07/09 02:19:20.737, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 40.05 W, 1920 MHz
2026/07/09 02:20:20.738, NVIDIA GeForce RTX 4070 Laptop GPU, 59 %, 7921 MiB, 8188 MiB, 60, 60.07 W, 2205 MHz
2026/07/09 02:21:20.739, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 32.19 W, 2490 MHz
2026/07/09 02:22:20.739, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 32.42 W, 2490 MHz
2026/07/09 02:23:20.740, NVIDIA GeForce RTX 4070 Laptop GPU, 58 %, 7921 MiB, 8188 MiB, 60, 55.22 W, 2280 MHz
2026/07/09 02:24:20.741, NVIDIA GeForce RTX 4070 Laptop GPU, 46 %, 7921 MiB, 8188 MiB, 60, 48.65 W, 2490 MHz
2026/07/09 02:25:20.742, NVIDIA GeForce RTX 4070 Laptop GPU, 83 %, 7921 MiB, 8188 MiB, 63, 54.33 W, 1650 MHz
2026/07/09 02:26:20.743, NVIDIA GeForce RTX 4070 Laptop GPU, 93 %, 7921 MiB, 8188 MiB, 61, 53.63 W, 1650 MHz
2026/07/09 02:27:20.744, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 32.41 W, 2490 MHz
2026/07/09 02:28:20.745, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 33.79 W, 2490 MHz
2026/07/09 02:29:20.746, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 31.81 W, 2490 MHz
2026/07/09 02:30:20.747, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 43.41 W, 2490 MHz
2026/07/09 02:31:20.748, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 32.08 W, 2490 MHz
2026/07/09 02:32:20.749, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 43.09 W, 2490 MHz
2026/07/09 02:33:20.750, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 32.38 W, 2490 MHz
2026/07/09 02:34:20.751, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 43.57 W, 2445 MHz
2026/07/09 02:35:20.752, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.89 W, 2490 MHz
2026/07/09 02:36:20.753, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 36.51 W, 2490 MHz
2026/07/09 02:37:20.753, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 32.81 W, 2490 MHz
2026/07/09 02:38:20.755, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 32.27 W, 2490 MHz
2026/07/09 02:39:20.755, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 31.89 W, 2490 MHz
2026/07/09 02:40:20.756, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.76 W, 2490 MHz
2026/07/09 02:41:20.757, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 42.57 W, 1725 MHz
2026/07/09 02:42:20.757, NVIDIA GeForce RTX 4070 Laptop GPU, 90 %, 7921 MiB, 8188 MiB, 60, 53.95 W, 1785 MHz
2026/07/09 02:43:20.758, NVIDIA GeForce RTX 4070 Laptop GPU, 85 %, 7921 MiB, 8188 MiB, 61, 54.63 W, 1755 MHz
2026/07/09 02:44:20.759, NVIDIA GeForce RTX 4070 Laptop GPU, 91 %, 7921 MiB, 8188 MiB, 60, 55.00 W, 1695 MHz
2026/07/09 02:45:20.760, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 42.02 W, 2490 MHz
2026/07/09 02:46:20.761, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 59, 36.55 W, 2490 MHz
2026/07/09 02:47:20.763, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 34.06 W, 2490 MHz
2026/07/09 02:48:20.764, NVIDIA GeForce RTX 4070 Laptop GPU, 39 %, 7921 MiB, 8188 MiB, 62, 47.22 W, 2490 MHz
2026/07/09 02:49:20.765, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 41.81 W, 2490 MHz
2026/07/09 02:50:20.766, NVIDIA GeForce RTX 4070 Laptop GPU, 54 %, 7921 MiB, 8188 MiB, 60, 57.17 W, 2280 MHz
2026/07/09 02:51:20.767, NVIDIA GeForce RTX 4070 Laptop GPU, 59 %, 7921 MiB, 8188 MiB, 61, 54.28 W, 2250 MHz
2026/07/09 02:52:20.768, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.54 W, 2490 MHz
2026/07/09 02:53:20.770, NVIDIA GeForce RTX 4070 Laptop GPU, 78 %, 7921 MiB, 8188 MiB, 59, 54.85 W, 1995 MHz
2026/07/09 02:54:20.771, NVIDIA GeForce RTX 4070 Laptop GPU, 70 %, 7921 MiB, 8188 MiB, 60, 51.85 W, 2085 MHz
2026/07/09 02:55:20.772, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 31.80 W, 2490 MHz
2026/07/09 02:56:20.772, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 60, 47.48 W, 2490 MHz
2026/07/09 02:57:20.773, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 58, 35.91 W, 2490 MHz
2026/07/09 02:58:20.775, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.79 W, 2490 MHz
2026/07/09 02:59:20.775, NVIDIA GeForce RTX 4070 Laptop GPU, 100 %, 7921 MiB, 8188 MiB, 57, 33.92 W, 2490 MHz
2026/07/09 03:00:20.776, NVIDIA GeForce RTX 4070 Laptop GPU, 99 %, 7921 MiB, 8188 MiB, 59, 40.05 W, 1785 MHz
